Category,Resume
Java Developer,"Ability: Web & Client-Server application development, Object Oriented Programming, J2EE technologies, Designing, developing and deploying applications, JSP, Servlets, Object Relation mapping using Hibernate, Swing, JSP, JSF, PL/SQL, JDBC, XML, HTML5, CSS3, JavaScript, JQuery, Entire system life cycle (SDLC), Analysis, Design, Programming, Building, Testing, Debugging, Maintenance and Enhancements, Multi-tier, database driven J2EE applications, UI mockups from paper-and-pencil concepts to high-fidelity prototypes, HTML5, CSS, AngularJS, Enterprise Java Beans (EJB), Session Beans, Message Driven Beans (MDB), Entity Beans, Core java technology, Multithreading, JDBC, RMI, network programming, Struts 2.x, spring, Hibernate 3.x framework (MVC), Web based application development, Designing and developing applications using UML, EJB Session beans with JNDI mapped naming and JMS message-driven beans, Testing frameworks like Junit, Mockito, Power Mock, JMock, Eclipse, NetBeans, IntelliJ IDEs, Functional usage and deployment of applications in JBoss, WebLogic, WebSphere, Apache Tomcat Server, Database connectivity (JDBC) for databases like Oracle, DB2, SQL Server, MySQL, Test driven development using JUnit and Struts Test Case, XML Suite of Technologies (XML, XSL, XSLT, DTD, XML Schema, SAX, DOM), Analytical capabilities and communication skills, Quickly adapt to new environments and learn new technologies
Education: Master of Sciences in Sciences@Indiana State University | Bachelor of Technologies@Jawaharlal Nehru Technology University (JNTU)
Experience: Java Developer@United Parcel Service | Java Developer@QVC | Java Developer@JPMC | Web Designer@Indiana State University, Recycle Centre | Java/J2EE Developer@YOG info tech pvt ltd
Skill: Java, J2EE, JSP, Servlets, Hibernate, Swing, JSF, PL/SQL, JDBC, XML, HTML5, CSS3, JavaScript, JQuery, EJB, Multithreading, RMI, Network Programming, Struts 2.x, Spring, Hibernate 3.x, UML, JUnit, Mockito, Power Mock, JMock, Eclipse, NetBeans, IntelliJ, JBoss, WebLogic, WebSphere, Apache Tomcat, JDBC, Oracle, DB2, SQL Server, MySQL, XML, XSL, XSLT, DTD, XML Schema, SAX, DOM, Java, J2EE, Spring, MyBatis, DB2, REST, Web Services, Jackson, JSP, JQuery, JUnit, Mockito, Power Mock, Eh Cache, Spring JMS, MQ, SVN, Log4j, Maven, Tomcat, JAXB, Spring Batch, Visual Build Pro, Jenkins, Spring MVC, Spring XD, Spring Cloud Data Flow, AngularJS, IBM MQ, SQL Server, Linux, Unix, Shell Scripting, Java, J2EE, Spring MVC, Hibernate, JSP, HTML, Swing, CSS, Session Beans, Servlets, Struts, Hibernate, HTML, DHTML, JSP, JUnit, Mockito, WebLogic, Spring Batch, Design Patterns, UML, SVN, Struts, MySQL, JAXB, REST, PL/SQL, SOAP, JQuery, JSON, JavaScript, AngularJS, HTML5, CSS3, JSF, Java Swing, Web Services, XPath, OAM, OIM, Jenkins, Web Design, Web Development, SharePoint Designer, Java, J2EE, HTML5, MySQL, JavaScript, CSS, JSP, Apache Tomcat, SQL, Servlets, JSP, JDBC, Eclipse, Hibernate, WebLogic"
Java Developer,"Ability: Java, J2EE, OOP, JSP, Servlets, JSF, JSTL, Struts, Spring 3.0/2.0, Spring Web Services, Spring Boot, Spring Integration, Hibernate, Java Beans, JDBC, Web Services, JNDI, Multi-Threading, HTML5, CSS3, JavaScript, jQuery, Angular JS, React JS, jQuery Mobile, XML, JSON, OOAD, SDLC, RUP, UML, Rational Rose, Design Patterns, MVC, Singleton, Session Facade, Service Locator, Visitor, Observer, Decorator, Front Controller, Data Access Object, XSL, XSLT, XML schemas, XPath, XSL-FO, SAX, DOM, SOAP, WSDL, DTD, Schema, SOA, JAXB, JAXP, JSP, Servlets, JSF, JSTL, EJB, CMP, BMP, Message-Driven Beans, JMS, Swing, Microservices, Docker, Angular JS, JUnit, CVS, SVN, ANT, Maven, Log4J, JAX-WS, JAX-RS, Oracle 11g/10g.9i, IBM DB2, MySQL, UNIX, Linux, Apache Tomcat, JBoss, WebLogic, Eclipse, NetBeans, JUnit, Log4J
Experience: Java Developer@GROUPON | Java Developer@eBay | Java Developer@Wright Express
Skill: Java, J2EE, Servlet, Angular 2, MVC, JSF, Spring, AWS, Struts 1.2 & 2.0, Struts tag library, AngularJS, JQuery, JavaScript, XSLT, Spring Web Services, REST, Microservices, SOAP, XML, JUnit, JDBC, JNI, AJAX, Maven, Log4J, Oracle 10g, PL/SQL, Java, Collection API, Exception Handling, Generics, Annotation, Servlets, JSP, JPA, Hibernate, PL/SQL, Microservices, Angular JS, JavaScript, jQuery, AJAX, SOAP, REST, Spring, Tomcat, JBoss, Java, Spring, Hibernate, Struts, XML, JSP, MVC, J2EE, React Js, Servlet, Web Services, REST, SOAP, JUnit, Maven, JDBC, JNI, AJAX, Log4J, Oracle 10g, JavaScript, PL/SQL, Tomcat, Eclipse"
Senior Java Developer,"Ability: Java, J2EE, Spring, Hibernate, Web Services, SQL, JavaScript, Angular, AWS, Jenkins, React, Node.js, Struts, Agile, JMS, Git, JSP, EJB
Education: nan@nan
Experience: Senior Java Developer@San Ramon | Java Developer@Wells Fargo | Java/J2EE Developer@Fortune Code | Java Developer@Bajaj Insurance
Skill: Java, J2EE, Spring, Hibernate, Web Services, SQL, JavaScript, Angular, AWS, Jenkins, Java, J2EE, Angular, Angular 2, React, Node.js, SQL, Struts, Agile, AWS, Java, J2EE, Struts, Spring, Hibernate, JMS, JavaScript, Angular, Git, Jenkins, Java, JSP, Struts, Spring, EJB, SQL, JavaScript"
Java Developer,"Ability: Strong work experience in Software development, Knowledge in Object Oriented Applications, Web based Enterprise Applications using Java/J2EE, Exposure to the complete Software Development Life Cycle, Experience in Core Java 1.7, J2EE enterprise technologies, Experienced in design and development of Spring Boot application using Micro services Architecture, Experience in writing Java Web Services using Restful, Experience in developing SQL queries for DB2, Oracle databases, Experience in producing and consuming messages through Tibco EMS server, Experience in ORM framework like Hibernate and query language like HQL, Possess hands on experience using agile methodologies including SCRUM, Extensive knowledge in general object-oriented design principles and concepts including Design patterns, Experience in using logging libraries like Apache Commons Logging and Log4j, Experience in using Rapid Application Development (RAD) environments like Eclipse and Net beans IDE, Involved in Unit Test Cases writing and having good knowledge in JUnit, Extensive experience in implementation of the version control systems like GitHub, TFS, Subversion, CVS and Clear Case, Experience in UNIX Shell Scripting, Strong analytical skills with ability to quickly understand client's business needs, Quick learner, eager and able to rapidly learn new APIs, tools, and techniques and implement business solutions that require cutting edge technology, Trouble-shooting and problem solving skills
Experience: Java Developer@The Home Depot | Java Developer@Macys Systems and Technology | Java Developer@UPS PickupPoint | Java Developer@UPS PickupPoint | Java Developer@nan | Java Developer@JP Morgan Chase
Skill: Java, Spring Boot, React JS, REST API, JMS, Shell Scripting, Junit, Mockito, Jest, Postman, GIT, Concourse, Pivotal Cloud Foundary, Java, Spring Boot, Tibco EMS, REST API, SOAP, XSLT, JMS, Shell Scripting, Junit, Postman, GIT, Udeploy, Java, Spring, Spring JMS, IBM MQ, Maven, JSON, Log4j, WebLogic Server, Junit, Java, Struts, EJB, REST, SOAP, JavaScript, JSP, jQuery, Ajax, Servlet, XML, Junit, Hailstorm, BurpSuite, Java, HTML5, jQuery, Ajax, REST, JAX-RS, JAXB, XML, JMS, Junit, Jenkins, Java, Struts, JSP, HTML, JavaScript, CSS, JMS, ControlM, WebSphere, CVS, Junit, Log4j, Ant"
Full Stack Java Developer,"Ability: Java, Full Stack, Agile, REST, Spring MVC, Hibernate, Angular JS, HTML/CSS/JS, Testing, AngularJS, HTML5, CSS3, JavaScript, SVN, Swing, Servlets, JDBC, XML, SOAP, Web Services, AJAX, JSP, Core Java, DB2, Design Patterns, DOJO
Experience: Full Stack Java Developer@Qtrac Software | Full Stack Java Developer@UBS | Full Stack Java Developer@Essent Guaranty Inc | Full Stack Java Developer@USAA | Full Stack Java Developer@Vortex Technologies
Skill: Java, Full Stack, Agile, REST, Spring MVC, Hibernate, Angular JS, HTML/CSS/JS, Testing, Java, Full Stack, Agile, AngularJS, Spring MVC, HTML5, CSS3, JavaScript, SVN, Java, Full Stack, Swing, Servlets, JDBC, XML, Spring, Hibernate, Web Services, SOAP, REST, JavaScript, HTML, CSS, Java, Full Stack, Spring MVC, Spring Core, Hibernate, Web Services, SOAP, AJAX, JSP, JavaScript, HTML, CSS, Java, Full Stack, Core Java, DB2, Design Patterns, Spring, Hibernate, DOJO, AJAX, JSP, Servlets, JavaScript, HTML, CSS"
Java Full Stack Developer,"Ability: Java, J2EE, Spring, Hibernate, Web Services, SOAP, REST, AngularJS, Agile, Scrum, SQL, PL/SQL, AWS, Drools, Microservices, IBM WebSphere, DB2, Struts2, HTML, CSS, JavaScript, jQuery, AJAX
Education: nan@Bachelor's
Experience: Java Full Stack Developer@Quantros | Java Full Stack Developer@Dominion Energy | Java Full Stack Developer@QBE Insurance Group Limited | Java/J2EE Developer@American Express | Java/J2EE Developer@Source Technology
Skill: Java, J2EE, Spring, Hibernate, AngularJS, Agile, Scrum, SQL, PL/SQL, SVN, Java, J2EE, Spring, Hibernate, AngularJS, Agile, Scrum, AWS, Drools, Microservices, Java, J2EE, Spring, Hibernate, Web Services, SOAP, REST, IBM WebSphere, Java, J2EE, Spring, Web Services, SOAP, REST, IBM WebSphere, DB2, Java, J2EE, Struts2, Spring, Hibernate, HTML, CSS, JavaScript, jQuery, AJAX"
Sr. Java Developer,"Ability: Requirements Analysis, Design, Development, Implementation, Production Support, Java, J2EE, Client-Server, JavaScript, JQuery, HTML, Open-Source Frameworks, Design Patterns, Database Design, SQL, PL/SQL, Application Servers, Threads, TCP/IP Sockets, Swing, Java Servlets, JDBC, Build Tools, Logging, IDEs, Configuration Management, Unit Testing, Integration Testing, Teamwork, Adaptability, Technical Inspections, Onsite and Offshore Coordination
Education: nan@Bachelor's
Experience: Sr. Java Developer@CITI Corp Services | Java Developer@Visa | Senior Java Developer@Sears Holding Corporation | Senior Java Developer@Sears Holding Corporation | Java Developer@IQ Soft Technologies | Java Developer@IQ Soft Technologies | Java Developer@Vasan Eye care
Skill: Java, J2EE, JSP, Servlets, JDBC, JavaScript, JQuery, HTML, Struts, Spring, Hibernate, SOAP, REST, Design Patterns, SQL, PL/SQL, Oracle, MySQL, Ant, Log4j, Eclipse, CVS, ClearCase, SVN, JUnit, Multithreading, TCP/IP, Swing, Java, J2EE, JDBC, Servlets, TCP/IP, HTTP, JSP, Spring, Hibernate, Oracle, HTML5, JavaScript, XML, XSLT, JSTL, XPath, JQuery, AJAX, TDD, Eclipse, GlashFish, SVN, Java, Servlets, JSP, Spring, Hibernate, JAX-REST, JAX-WS, HTML5, XSLT, Apache CXF, JIRA, Apache Maven, Oracle IDM, Remedy, JSF, Windows XP, Oracle, WinCVS, JSON, Tomcat, Java, Servlets, JSP, Spring, Hibernate, JAX-REST, JAX-WS, HTML5, XSLT, Apache CXF, JIRA, Apache Maven, Oracle IDM, Remedy, JSF, Windows XP, Oracle, WinCVS, JSON, Tomcat, Java, J2EE, JSP, Struts, HTML, DHTML, JavaScript, XML, JDBC, Oracle, DAO, Linux, WebLogic, JUnit, Log4j, Eclipse, XML, JSF, JavaScript, CSS, HTML, AngularJS, Hibernate, Design Patterns, Servlets, JUnit, JMS, Web Services, DB2, UNIX, Windows XP, Java, J2EE, JSP, Struts, HTML, DHTML, JavaScript, XML, JDBC, Oracle, DAO, Linux, WebLogic, JUnit, Log4j, Eclipse"
Full Stack Java Developer,"Ability: Requirements gathering, Analysis, Design, Development, Testing, AGILE SCRUM, SPA, Angular JS, Spring MVC, Spring Security, RESTful web services, Angular promises, Angular directives, Angular expressions, Angular routing, Angular UI components, Unit testing, Karma, Jasmine, Mocha, TDD, Python, HTML5, CSS, AJAX, J-Query, DOJO, JavaScript, AngularJS, Express JS, MySQL, Mongo DB, AWS SQS, JMS, Log4j, GIT, Jenkins, Maven, Unix, Eclipse, Rational Clear Quest, RSpec, Cucumber, Selenium, TestNG, Elastic search, Spring Boot, Microservices, JMeter, Scala, Play, Akka, Hadoop, Django, Tasty pie, Angular.js, Backbone.js, Ember.JS, Apache Camel, HP Fortify, Sonar, PMD, PostgreSQL, Elastic Search, Log stash, Kibana, JSF, Prime faces, JBPM, DROOLS, IBM Web Sphere App Server, Sencha EXT-JS, SASS, Firebug, Web Matrix, HP Quality Center, Teamcity, Struts, JAXP, JAXB, JNDI, CVS, Tortoise CVS, JIRA, ANT, Tomcat, JBOSS
Education: B. Tech@JNTU Hyderabad
Experience: Full Stack Java Developer@Landstar System | Java /J2EE Developer@Harris Corporation | UI Developer@AT&T | Sr. Java/J2EE Developer@American Family Insurance | J2EE/ Java Developer@Arvind Mills
Skill: J2EE, JDK, HTML, CSS, Ajax, Angular UI, JQuery, Express Js, JavaScript, AngularJS, Node.js, Bootstrap, Spring, Hibernate, PL/SQL, AWS, Web Services (SOAP), JMS, RESTful, Multithreading, WebSphere 8, Apache, Maven, MongoDB, JMS, Java, J2EE, CI/CD, Spring, JSF, Prime faces 3.2, Web Services, Microservices, Restful, SoapUI, Cucumber, Apache CAMEL, Tomcat, JMeter, JUnit, JBPM, DROOLS, cloud, Hadoop, IBM Web Sphere App Server, AWS, Elastic search/NoSQL, Scala, IBM Clear case, IBM Clear Quest, MongoDB, HTML5, PYTHON, CSS, Perl(5.12), IBM RAD, JavaScript, Bootstrap, jQuery, AngularJS, ReactJS, Maven, AJAX, XML, XSLT, Java Beans, Responsive Web Design, UML, Design Patterns, log4j, Agile Methodology, HTML5, CSS3, JavaScript, Sencha EXT-JS 5, MongoDB, Agile, SASS, Firebug, REST web service, Spring, Web Matrix, HP Quality Center, AWS, Jenkins, Docker, Maven, GitHub, Jira, Team City, Java1.6, JDBC, Servlets 2.5, J2EE, JSP, JSF 2.0, JavaScript, Rich faces Hibernate 3.2, Struts 2.0, DAO, CSS, HTML, XML, AJAX, DOM, JUnit, JTA, ANT, JMS, PL/SQL, Apache Axis, SOA, MVC, Web Services, IBM WebSphere 7, Oracle 10g, log4j, JNDI, Eclipse, JDK 1.5, Hibernate 2.0, Struts, Spring 2.0, JSP, Servlets, JMS, XML, SOAP, WSDL, JDBC, JavaScript, UML, HTML, JNDI, CVS, log4j, Web sphere Application server, Oracle 10g, Rational Rose, Eclipse"
Java Full Stack Developer,"Ability: Object-oriented analysis, Design, Development, Maintenance, Support, Server-side programming, Client-side programming, Servlets, JSP, JDBC, JMS, JPA, Multi-Threading, Exception Handling, Collections Framework, Algorithms, Data Structures, Design Patterns, Java 8 Features, Streams API, Functional Interfaces, Lambda Expression, Spring Frameworks, Inversion of Control, Dependency Injection, Spring MVC, Spring ORM, Spring Boot, Spring AOP, Spring Security, Spring Cloud, Hibernate, JPA, Micro Services Architecture, RESTful Web Services, SOAP Web Services, WSDL, OOPS, OOAD, SDLC, Agile, Scrum, JSP, Servlets, Logging API, Struts, Hibernate, JPA, JDBC, Web Services, Maven, RESTful, SOAP, WSDL, JavaScript, PL/SQL, UNIX Shell Scripts, HTML, CSS, XML, AJAX, Apache Tomcat, JBoss, WebSphere, Oracle, SQL Server, MySQL, Eclipse, Spring Tool Suite, Oracle Developer Studio, Git, SVN, TFS
Education: Master's Degree in Computers & Information Science@California University of Management & Sciences | Bachelor's Degree in Electronics & Communication Engineering@JNT University
Experience: Java Full Stack Developer@Whole Foods | Java Full Stack Developer@CISCO | Java Full Stack Developer@Genentech | Core Java Developer@Infotek Software & Systems Ltd
Skill: Java, Spring MVC, IOC, Web Framework, Exception Handling, Collection APIs, Sprint Planning, Code Reviews, Coding Standards, Code Commenting, Spring Boot, Micro Services, Spring Data, JPA, JVM Optimization, Maven, Bamboo, Jenkins, SOAP, WSDL, XML, JUnit, Mockito, Spring Rest, AWS, Cloud Foundry, Business Objects, JDBC, Git, Agile, Spring Boot, Spring Security, Micro Services, RESTful Web Services, SOAP Web Services, Hibernate, Oracle, Eclipse, Maven, WebLogic, JMS, Spring Integration, SOAP UI, JUnit, Mockito, Git, Struts, JSP, Servlet, JDBC, Hibernate, Spring, MVC, AOP, JAXP, SAX, XSLT, Spring Web Services, REST, Spring JDBC Template, Maven, Apache Tomcat, Git, JUnit, WebLogic, Design Patterns, Spring MVC, Spring IOC, Spring DI, Log4J, PL/SQL, CVS, Scrum, JSON, Agile, TDD, JUnit"
Java Full Stack Developer,"Ability: Java, J2EE, Servlets, JSTL, JDBC, JMS, JNDI, RMI, EJB, AWT, Applets, Multi-threading, Java Networking, C++, C, SQL, PL/SQL, Oracle/BEA WebLogic, IBM WebSphere, JBoss, Apache Tomcat, Struts, Spring, Spring Boot, Hibernate, JSF, iBATIS, JPA, Angular JS, Angular 2.0, 4.0, 6.0, Backbone JS, D3, React JS, NodeJS, Eclipse, IBM RAD, Net Beans, MasterCraft, JSP, JavaScript, jQuery, AJAX, XML, XSLT, HTML, DHTML, CSS, JSON, Adobe Flex, Spring MVC, Angular JS, Angular 2.0, 4.0, 6.0, NodeJS, Firebug, Chrome, MongoDB, Cassandra, JAX-WS, JAX-RPC, JAX-RS, SOAP, REST, JAXB, Apache Axis, DOM, Agile, RUP, TDD, OOAD, SDLC, Jenkins, XL Release, Hudson, UML, Design Patterns, Rational Rose, Visio, Oracle, DB2, SQL Server, MySQL, MongoDB, CVS, GIT, SVN, ANT, Maven, Gradle, Jenkins, Hudson
Experience: Java Full Stack Developer@Black Knight Financial Services | Java Full Stack Developer@Florida Blue | Java Full Stack Developer@Cerner Corporation | Java Developer@Faujnet Solutions | Java Full Stack Developer@Aspire Systems
Skill: JavaScript, HTML5, CSS3-LESS, AJAX, Bootstrap, jQuery, Spring Security, Rabbit MQ, Node JS, Express JS, HTML5, Bootstrap4.0, Site Minder, Hibernate4.x, OIDC, Eclipse Java EE, Jenkins, Log4j, Redis, Mongo DB, Mongoose Connector, Oracle, JBoss, Kibana, Elastic search, Logstash, EBS, Elastic Load Balancer, Docker, Apache tomcat, Selenium, Spock, Karma, Jasmine, Mockito, Junit, mock MVC, Kubernetes, Dump Analysis, Netflix Zuul, Eureka, React JS, Redux, Hapi JS, Node JS, Web pack, ECMA6, Mocha and Chai, Spring Boot, Spring cloud like Ribbon, Hystrix, Netflix ZUUL, Micro services architecture, Docker, Jenkins, Cassandra DB, OAUTH, Apache Kafka, Splunk, PCF, Swagger, Webpack, JMS, Maven, Angular 2.0, Node-JS, Express-JS, Bower, MEAN, Angular 2.0, Express JS, LESS, SASS, Grunt JS, Node JS, jQuery, Angular 2.0, XSLT, jQuery, Angular CLI, Angular 2.0, Jasmine, Karma, Mocha, Chai, GULP, OAUTH 2.0, Junit, Jenkins, Jersey-ws, JAX-WS, JAX-RS, jQuery, DOJO, Angular JS, jQuery, CSS, SOAP UI, Jenkins, Agile, Scrum, MongoDB, Mongoose, Spring Boot, Rest API, Netflix OSS Eureka, Spring Cloud, Spring JPA, Bottle micro-framework, WADL, Mockito, Log4j, Kibana, Elasticsearch, Logstash, Docker, Jenkins, GIT, HTML, CSS, Jquery, Java script, DB2, JDBC, PL/SQL, JPA, EJB, Struts, JSP, Servlets, Java Mail, UNIX Shell Scripts, JTA, ANT, IBM Web sphere, IBM MQ, JMS, J2EE, IBatis, IBM WebSphere, SOPA, WSDL, Spring IOC, Spring AOP, Junit, Mokito, HTML5, CSS3, JavaScript, JQuery, AJAX, JSON, SDLC, MVC Architectural, STRUTS 2.x, SQL Loader, IBM WebSphere, Log4J"
